service_area_number,origin_service_area,services_schedule,season,weight_lower,weight_upper,miles_lower,miles_upper,escalation_number,rate
24.0,"Flagstaff, AZ",3,Peak,10000,999999,3001,3500,0,$20.246
24.0,"Flagstaff, AZ",3,Peak,10000,999999,3501,4000,0,$20.938
24.0,"Flagstaff, AZ",3,Peak,10000,999999,4001,999999,0,$49.848
28.0,"Phoenix, AZ",2,NonPeak,500,4999,0,250,0,$2.161
28.0,"Phoenix, AZ",2,NonPeak,500,4999,251,500,0,$2.379
28.0,"Phoenix, AZ",2,NonPeak,500,4999,501,1000,0,$2.815
28.0,"Phoenix, AZ",2,NonPeak,500,4999,1001,1500,0,$3.252
28.0,"Phoenix, AZ",2,NonPeak,500,4999,1501,2000,0,$3.688
28.0,"Phoenix, AZ",2,NonPeak,500,4999,2001,2500,0,$4.124
28.0,"Phoenix, AZ",2,NonPeak,500,4999,2501,3000,0,$4.560
28.0,"Phoenix, AZ",2,NonPeak,500,4999,3001,3500,0,$4.997
28.0,"Phoenix, AZ",2,NonPeak,500,4999,3501,4000,0,$5.433
28.0,"Phoenix, AZ",2,NonPeak,500,4999,4001,999999,0,$23.669
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,0,250,0,$4.105
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,251,500,0,$4.323
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,501,1000,0,$4.759
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,1001,1500,0,$5.195
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,1501,2000,0,$5.631
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,2001,2500,0,$6.068
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,2501,3000,0,$6.504
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,3001,3500,0,$6.940
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,3501,4000,0,$7.376
28.0,"Phoenix, AZ",2,NonPeak,5000,9999,4001,999999,0,$25.612
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,0,250,0,$9.935
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,251,500,0,$10.153
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,501,1000,0,$10.589
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,1001,1500,0,$11.026
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,1501,2000,0,$11.462
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,2001,2500,0,$11.898
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,2501,3000,0,$12.334
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,3001,3500,0,$12.771
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,3501,4000,0,$13.207
28.0,"Phoenix, AZ",2,NonPeak,10000,999999,4001,999999,0,$31.443
28.0,"Phoenix, AZ",2,Peak,500,4999,0,250,0,$2.293
28.0,"Phoenix, AZ",2,Peak,500,4999,251,500,0,$2.524
28.0,"Phoenix, AZ",2,Peak,500,4999,501,1000,0,$2.987
28.0,"Phoenix, AZ",2,Peak,500,4999,1001,1500,0,$3.450
28.0,"Phoenix, AZ",2,Peak,500,4999,1501,2000,0,$3.913
28.0,"Phoenix, AZ",2,Peak,500,4999,2001,2500,0,$4.376
28.0,"Phoenix, AZ",2,Peak,500,4999,2501,3000,0,$4.839
28.0,"Phoenix, AZ",2,Peak,500,4999,3001,3500,0,$5.301
28.0,"Phoenix, AZ",2,Peak,500,4999,3501,4000,0,$5.764
28.0,"Phoenix, AZ",2,Peak,500,4999,4001,999999,0,$25.112
28.0,"Phoenix, AZ",2,Peak,5000,9999,0,250,0,$4.355
28.0,"Phoenix, AZ",2,Peak,5000,9999,251,500,0,$4.586
28.0,"Phoenix, AZ",2,Peak,5000,9999,501,1000,0,$5.049
28.0,"Phoenix, AZ",2,Peak,5000,9999,1001,1500,0,$5.512
28.0,"Phoenix, AZ",2,Peak,5000,9999,1501,2000,0,$5.975
28.0,"Phoenix, AZ",2,Peak,5000,9999,2001,2500,0,$6.438
28.0,"Phoenix, AZ",2,Peak,5000,9999,2501,3000,0,$6.900
28.0,"Phoenix, AZ",2,Peak,5000,9999,3001,3500,0,$7.363
28.0,"Phoenix, AZ",2,Peak,5000,9999,3501,4000,0,$7.826
28.0,"Phoenix, AZ",2,Peak,5000,9999,4001,999999,0,$27.174
28.0,"Phoenix, AZ",2,Peak,10000,999999,0,250,0,$10.541
28.0,"Phoenix, AZ",2,Peak,10000,999999,251,500,0,$10.772
28.0,"Phoenix, AZ",2,Peak,10000,999999,501,1000,0,$11.235
28.0,"Phoenix, AZ",2,Peak,10000,999999,1001,1500,0,$11.698
28.0,"Phoenix, AZ",2,Peak,10000,999999,1501,2000,0,$12.161
28.0,"Phoenix, AZ",2,Peak,10000,999999,2001,2500,0,$12.624
28.0,"Phoenix, AZ",2,Peak,10000,999999,2501,3000,0,$13.087
28.0,"Phoenix, AZ",2,Peak,10000,999999,3001,3500,0,$13.549
28.0,"Phoenix, AZ",2,Peak,10000,999999,3501,4000,0,$14.012
28.0,"Phoenix, AZ",2,Peak,10000,999999,4001,999999,0,$33.360
32.0,"Tucson, AZ",2,NonPeak,500,4999,0,250,0,$2.477
32.0,"Tucson, AZ",2,NonPeak,500,4999,251,500,0,$2.727
32.0,"Tucson, AZ",2,NonPeak,500,4999,501,1000,0,$3.228
32.0,"Tucson, AZ",2,NonPeak,500,4999,1001,1500,0,$3.728
32.0,"Tucson, AZ",2,NonPeak,500,4999,1501,2000,0,$4.228
32.0,"Tucson, AZ",2,NonPeak,500,4999,2001,2500,0,$4.728
32.0,"Tucson, AZ",2,NonPeak,500,4999,2501,3000,0,$5.228
32.0,"Tucson, AZ",2,NonPeak,500,4999,3001,3500,0,$5.728
32.0,"Tucson, AZ",2,NonPeak,500,4999,3501,4000,0,$6.228
32.0,"Tucson, AZ",2,NonPeak,500,4999,4001,999999,0,$27.132
32.0,"Tucson, AZ",2,NonPeak,5000,9999,0,250,0,$4.705
32.0,"Tucson, AZ",2,NonPeak,5000,9999,251,500,0,$4.955
32.0,"Tucson, AZ",2,NonPeak,5000,9999,501,1000,0,$5.455
32.0,"Tucson, AZ",2,NonPeak,5000,9999,1001,1500,0,$5.955
32.0,"Tucson, AZ",2,NonPeak,5000,9999,1501,2000,0,$6.455
32.0,"Tucson, AZ",2,NonPeak,5000,9999,2001,2500,0,$6.956
32.0,"Tucson, AZ",2,NonPeak,5000,9999,2501,3000,0,$7.456
32.0,"Tucson, AZ",2,NonPeak,5000,9999,3001,3500,0,$7.956
32.0,"Tucson, AZ",2,NonPeak,5000,9999,3501,4000,0,$8.456
32.0,"Tucson, AZ",2,NonPeak,5000,9999,4001,999999,0,$29.360
32.0,"Tucson, AZ",2,NonPeak,10000,999999,0,250,0,$11.389
32.0,"Tucson, AZ",2,NonPeak,10000,999999,251,500,0,$11.639
32.0,"Tucson, AZ",2,NonPeak,10000,999999,501,1000,0,$12.139
32.0,"Tucson, AZ",2,NonPeak,10000,999999,1001,1500,0,$12.639
32.0,"Tucson, AZ",2,NonPeak,10000,999999,1501,2000,0,$13.139
32.0,"Tucson, AZ",2,NonPeak,10000,999999,2001,2500,0,$13.639
32.0,"Tucson, AZ",2,NonPeak,10000,999999,2501,3000,0,$14.139
32.0,"Tucson, AZ",2,NonPeak,10000,999999,3001,3500,0,$14.640
32.0,"Tucson, AZ",2,NonPeak,10000,999999,3501,4000,0,$15.140
32.0,"Tucson, AZ",2,NonPeak,10000,999999,4001,999999,0,$36.044
32.0,"Tucson, AZ",2,Peak,500,4999,0,250,0,$2.583
32.0,"Tucson, AZ",2,Peak,500,4999,251,500,0,$2.843
32.0,"Tucson, AZ",2,Peak,500,4999,501,1000,0,$3.365
32.0,"Tucson, AZ",2,Peak,500,4999,1001,1500,0,$3.886
32.0,"Tucson, AZ",2,Peak,500,4999,1501,2000,0,$4.408
32.0,"Tucson, AZ",2,Peak,500,4999,2001,2500,0,$4.929
32.0,"Tucson, AZ",2,Peak,500,4999,2501,3000,0,$5.450
32.0,"Tucson, AZ",2,Peak,500,4999,3001,3500,0,$5.972
32.0,"Tucson, AZ",2,Peak,500,4999,3501,4000,0,$6.493
32.0,"Tucson, AZ",2,Peak,500,4999,4001,999999,0,$28.287
32.0,"Tucson, AZ",2,Peak,5000,9999,0,250,0,$4.905
32.0,"Tucson, AZ",2,Peak,5000,9999,251,500,0,$5.166
32.0,"Tucson, AZ",2,Peak,5000,9999,501,1000,0,$5.687
32.0,"Tucson, AZ",2,Peak,5000,9999,1001,1500,0,$6.209
32.0,"Tucson, AZ",2,Peak,5000,9999,1501,2000,0,$6.730
32.0,"Tucson, AZ",2,Peak,5000,9999,2001,2500,0,$7.252
32.0,"Tucson, AZ",2,Peak,5000,9999,2501,3000,0,$7.773
32.0,"Tucson, AZ",2,Peak,5000,9999,3001,3500,0,$8.294
32.0,"Tucson, AZ",2,Peak,5000,9999,3501,4000,0,$8.816
32.0,"Tucson, AZ",2,Peak,5000,9999,4001,999999,0,$30.610
32.0,"Tucson, AZ",2,Peak,10000,999999,0,250,0,$11.874
32.0,"Tucson, AZ",2,Peak,10000,999999,251,500,0,$12.134
32.0,"Tucson, AZ",2,Peak,10000,999999,501,1000,0,$12.656
32.0,"Tucson, AZ",2,Peak,10000,999999,1001,1500,0,$13.177
32.0,"Tucson, AZ",2,Peak,10000,999999,1501,2000,0,$13.698
32.0,"Tucson, AZ",2,Peak,10000,999999,2001,2500,0,$14.220
32.0,"Tucson, AZ",2,Peak,10000,999999,2501,3000,0,$14.741
32.0,"Tucson, AZ",2,Peak,10000,999999,3001,3500,0,$15.263
32.0,"Tucson, AZ",2,Peak,10000,999999,3501,4000,0,$15.784
32.0,"Tucson, AZ",2,Peak,10000,999999,4001,999999,0,$37.578
36.0,"Yuma, AZ",2,NonPeak,500,4999,0,250,0,$2.477
36.0,"Yuma, AZ",2,NonPeak,500,4999,251,500,0,$2.727
36.0,"Yuma, AZ",2,NonPeak,500,4999,501,1000,0,$3.228
36.0,"Yuma, AZ",2,NonPeak,500,4999,1001,1500,0,$3.728
36.0,"Yuma, AZ",2,NonPeak,500,4999,1501,2000,0,$4.228
36.0,"Yuma, AZ",2,NonPeak,500,4999,2001,2500,0,$4.728
36.0,"Yuma, AZ",2,NonPeak,500,4999,2501,3000,0,$5.228
36.0,"Yuma, AZ",2,NonPeak,500,4999,3001,3500,0,$5.728
36.0,"Yuma, AZ",2,NonPeak,500,4999,3501,4000,0,$6.228
36.0,"Yuma, AZ",2,NonPeak,500,4999,4001,999999,0,$27.132
36.0,"Yuma, AZ",2,NonPeak,5000,9999,0,250,0,$4.705
36.0,"Yuma, AZ",2,NonPeak,5000,9999,251,500,0,$4.955
36.0,"Yuma, AZ",2,NonPeak,5000,9999,501,1000,0,$5.455
36.0,"Yuma, AZ",2,NonPeak,5000,9999,1001,1500,0,$5.955
36.0,"Yuma, AZ",2,NonPeak,5000,9999,1501,2000,0,$6.455
36.0,"Yuma, AZ",2,NonPeak,5000,9999,2001,2500,0,$6.956
36.0,"Yuma, AZ",2,NonPeak,5000,9999,2501,3000,0,$7.456
36.0,"Yuma, AZ",2,NonPeak,5000,9999,3001,3500,0,$7.956
36.0,"Yuma, AZ",2,NonPeak,5000,9999,3501,4000,0,$8.456
36.0,"Yuma, AZ",2,NonPeak,5000,9999,4001,999999,0,$29.360
36.0,"Yuma, AZ",2,NonPeak,10000,999999,0,250,0,$11.389
36.0,"Yuma, AZ",2,NonPeak,10000,999999,251,500,0,$11.639
36.0,"Yuma, AZ",2,NonPeak,10000,999999,501,1000,0,$12.139
36.0,"Yuma, AZ",2,NonPeak,10000,999999,1001,1500,0,$12.639
36.0,"Yuma, AZ",2,NonPeak,10000,999999,1501,2000,0,$13.139
36.0,"Yuma, AZ",2,NonPeak,10000,999999,2001,2500,0,$13.639
36.0,"Yuma, AZ",2,NonPeak,10000,999999,2501,3000,0,$14.139
36.0,"Yuma, AZ",2,NonPeak,10000,999999,3001,3500,0,$14.640
36.0,"Yuma, AZ",2,NonPeak,10000,999999,3501,4000,0,$15.140
36.0,"Yuma, AZ",2,NonPeak,10000,999999,4001,999999,0,$36.044
36.0,"Yuma, AZ",2,Peak,500,4999,0,250,0,$2.583
36.0,"Yuma, AZ",2,Peak,500,4999,251,500,0,$2.843
36.0,"Yuma, AZ",2,Peak,500,4999,501,1000,0,$3.365
36.0,"Yuma, AZ",2,Peak,500,4999,1001,1500,0,$3.886
36.0,"Yuma, AZ",2,Peak,500,4999,1501,2000,0,$4.408
36.0,"Yuma, AZ",2,Peak,500,4999,2001,2500,0,$4.929
36.0,"Yuma, AZ",2,Peak,500,4999,2501,3000,0,$5.450
36.0,"Yuma, AZ",2,Peak,500,4999,3001,3500,0,$5.972
36.0,"Yuma, AZ",2,Peak,500,4999,3501,4000,0,$6.493
36.0,"Yuma, AZ",2,Peak,500,4999,4001,999999,0,$28.287
36.0,"Yuma, AZ",2,Peak,5000,9999,0,250,0,$4.905
36.0,"Yuma, AZ",2,Peak,5000,9999,251,500,0,$5.166
36.0,"Yuma, AZ",2,Peak,5000,9999,501,1000,0,$5.687
36.0,"Yuma, AZ",2,Peak,5000,9999,1001,1500,0,$6.209
36.0,"Yuma, AZ",2,Peak,5000,9999,1501,2000,0,$6.730
36.0,"Yuma, AZ",2,Peak,5000,9999,2001,2500,0,$7.252
36.0,"Yuma, AZ",2,Peak,5000,9999,2501,3000,0,$7.773
36.0,"Yuma, AZ",2,Peak,5000,9999,3001,3500,0,$8.294
36.0,"Yuma, AZ",2,Peak,5000,9999,3501,4000,0,$8.816
36.0,"Yuma, AZ",2,Peak,5000,9999,4001,999999,0,$30.610
36.0,"Yuma, AZ",2,Peak,10000,999999,0,250,0,$11.874
36.0,"Yuma, AZ",2,Peak,10000,999999,251,500,0,$12.134
36.0,"Yuma, AZ",2,Peak,10000,999999,501,1000,0,$12.656
36.0,"Yuma, AZ",2,Peak,10000,999999,1001,1500,0,$13.177
36.0,"Yuma, AZ",2,Peak,10000,999999,1501,2000,0,$13.698
36.0,"Yuma, AZ",2,Peak,10000,999999,2001,2500,0,$14.220
36.0,"Yuma, AZ",2,Peak,10000,999999,2501,3000,0,$14.741
36.0,"Yuma, AZ",2,Peak,10000,999999,3001,3500,0,$15.263
36.0,"Yuma, AZ",2,Peak,10000,999999,3501,4000,0,$15.784
36.0,"Yuma, AZ",2,Peak,10000,999999,4001,999999,0,$37.578
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,0,250,0,$2.477
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,251,500,0,$2.727
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,501,1000,0,$3.228
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,1001,1500,0,$3.728
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,1501,2000,0,$4.228
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,2001,2500,0,$4.728
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,2501,3000,0,$5.228
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,3001,3500,0,$5.728
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,3501,4000,0,$6.228
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,500,4999,4001,999999,0,$27.132
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,0,250,0,$4.705
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,251,500,0,$4.955
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,501,1000,0,$5.455
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,1001,1500,0,$5.955
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,1501,2000,0,$6.455
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,2001,2500,0,$6.956
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,2501,3000,0,$7.456
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,3001,3500,0,$7.956
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,3501,4000,0,$8.456
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,5000,9999,4001,999999,0,$29.360
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,0,250,0,$11.389
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,251,500,0,$11.639
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,501,1000,0,$12.139
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,1001,1500,0,$12.639
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,1501,2000,0,$13.139
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,2001,2500,0,$13.639
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,2501,3000,0,$14.139
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,3001,3500,0,$14.640
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,3501,4000,0,$15.140
40.0,"Ft. Smith/Fayetteville, AR",2,NonPeak,10000,999999,4001,999999,0,$36.044
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,0,250,0,$2.583
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,251,500,0,$2.843
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,501,1000,0,$3.365
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,1001,1500,0,$3.886
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,1501,2000,0,$4.408
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,2001,2500,0,$4.929
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,2501,3000,0,$5.450
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,3001,3500,0,$5.972
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,3501,4000,0,$6.493
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,500,4999,4001,999999,0,$28.287
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,0,250,0,$4.905
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,251,500,0,$5.166
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,501,1000,0,$5.687
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,1001,1500,0,$6.209
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,1501,2000,0,$6.730
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,2001,2500,0,$7.252
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,2501,3000,0,$7.773
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,3001,3500,0,$8.294
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,3501,4000,0,$8.816
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,5000,9999,4001,999999,0,$30.610
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,0,250,0,$11.874
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,251,500,0,$12.134
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,501,1000,0,$12.656
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,1001,1500,0,$13.177
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,1501,2000,0,$13.698
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,2001,2500,0,$14.220
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,2501,3000,0,$14.741
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,3001,3500,0,$15.263
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,3501,4000,0,$15.784
40.0,"Ft. Smith/Fayetteville, AR",2,Peak,10000,999999,4001,999999,0,$37.578
44.0,"Jonesboro, AR",3,NonPeak,500,4999,0,250,0,$2.477
44.0,"Jonesboro, AR",3,NonPeak,500,4999,251,500,0,$2.727
44.0,"Jonesboro, AR",3,NonPeak,500,4999,501,1000,0,$3.228
44.0,"Jonesboro, AR",3,NonPeak,500,4999,1001,1500,0,$3.728
44.0,"Jonesboro, AR",3,NonPeak,500,4999,1501,2000,0,$4.228
44.0,"Jonesboro, AR",3,NonPeak,500,4999,2001,2500,0,$4.728
44.0,"Jonesboro, AR",3,NonPeak,500,4999,2501,3000,0,$5.228
44.0,"Jonesboro, AR",3,NonPeak,500,4999,3001,3500,0,$5.728
44.0,"Jonesboro, AR",3,NonPeak,500,4999,3501,4000,0,$6.228
44.0,"Jonesboro, AR",3,NonPeak,500,4999,4001,999999,0,$27.132
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,0,250,0,$4.705
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,251,500,0,$4.955
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,501,1000,0,$5.455
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,1001,1500,0,$5.955
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,1501,2000,0,$6.455
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,2001,2500,0,$6.956
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,2501,3000,0,$7.456
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,3001,3500,0,$7.956
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,3501,4000,0,$0.000
44.0,"Jonesboro, AR",3,NonPeak,5000,9999,4001,999999,0,$29.360
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,0,250,0,$11.389
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,251,500,0,$11.639
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,501,1000,0,$12.139
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,1001,1500,0,$12.639
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,1501,2000,0,$13.139
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,2001,2500,0,$13.639
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,2501,3000,0,$14.139
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,3001,3500,0,$14.640
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,3501,4000,0,$15.140
44.0,"Jonesboro, AR",3,NonPeak,10000,999999,4001,999999,0,$36.044
44.0,"Jonesboro, AR",3,Peak,500,4999,0,250,0,$2.583
44.0,"Jonesboro, AR",3,Peak,500,4999,251,500,0,$2.843
44.0,"Jonesboro, AR",3,Peak,500,4999,501,1000,0,$3.365
44.0,"Jonesboro, AR",3,Peak,500,4999,1001,1500,0,$3.886
44.0,"Jonesboro, AR",3,Peak,500,4999,1501,2000,0,$4.408
44.0,"Jonesboro, AR",3,Peak,500,4999,2001,2500,0,$4.929
44.0,"Jonesboro, AR",3,Peak,500,4999,2501,3000,0,$5.450
44.0,"Jonesboro, AR",3,Peak,500,4999,3001,3500,0,$5.972
44.0,"Jonesboro, AR",3,Peak,500,4999,3501,4000,0,$6.493
44.0,"Jonesboro, AR",3,Peak,500,4999,4001,999999,0,$28.287
44.0,"Jonesboro, AR",3,Peak,5000,9999,0,250,0,$4.905
44.0,"Jonesboro, AR",3,Peak,5000,9999,251,500,0,$5.166
44.0,"Jonesboro, AR",3,Peak,5000,9999,501,1000,0,$5.687
44.0,"Jonesboro, AR",3,Peak,5000,9999,1001,1500,0,$6.209
44.0,"Jonesboro, AR",3,Peak,5000,9999,1501,2000,0,$6.730
44.0,"Jonesboro, AR",3,Peak,5000,9999,2001,2500,0,$7.252
44.0,"Jonesboro, AR",3,Peak,5000,9999,2501,3000,0,$7.773
44.0,"Jonesboro, AR",3,Peak,5000,9999,3001,3500,0,$8.294
44.0,"Jonesboro, AR",3,Peak,5000,9999,3501,4000,0,$8.816
44.0,"Jonesboro, AR",3,Peak,5000,9999,4001,999999,0,$30.610
44.0,"Jonesboro, AR",3,Peak,10000,999999,0,250,0,$11.874
44.0,"Jonesboro, AR",3,Peak,10000,999999,251,500,0,$12.134
44.0,"Jonesboro, AR",3,Peak,10000,999999,501,1000,0,$12.656
44.0,"Jonesboro, AR",3,Peak,10000,999999,1001,1500,0,$13.177
44.0,"Jonesboro, AR",3,Peak,10000,999999,1501,2000,0,$13.698
44.0,"Jonesboro, AR",3,Peak,10000,999999,2001,2500,0,$14.220
44.0,"Jonesboro, AR",3,Peak,10000,999999,2501,3000,0,$14.741
44.0,"Jonesboro, AR",3,Peak,10000,999999,3001,3500,0,$15.263
44.0,"Jonesboro, AR",3,Peak,10000,999999,3501,4000,0,$15.784
44.0,"Jonesboro, AR",3,Peak,10000,999999,4001,999999,0,$37.578
48.0,"Little Rock, AR",3,NonPeak,500,4999,0,250,0,$2.161
48.0,"Little Rock, AR",3,NonPeak,500,4999,251,500,0,$2.379
48.0,"Little Rock, AR",3,NonPeak,500,4999,501,1000,0,$2.815
48.0,"Little Rock, AR",3,NonPeak,500,4999,1001,1500,0,$3.252
48.0,"Little Rock, AR",3,NonPeak,500,4999,1501,2000,0,$3.688
48.0,"Little Rock, AR",3,NonPeak,500,4999,2001,2500,0,$4.124
48.0,"Little Rock, AR",3,NonPeak,500,4999,2501,3000,0,$4.560
48.0,"Little Rock, AR",3,NonPeak,500,4999,3001,3500,0,$4.997
48.0,"Little Rock, AR",3,NonPeak,500,4999,3501,4000,0,$5.433
48.0,"Little Rock, AR",3,NonPeak,500,4999,4001,999999,0,$23.669
48.0,"Little Rock, AR",3,NonPeak,5000,9999,0,250,0,$4.105
48.0,"Little Rock, AR",3,NonPeak,5000,9999,251,500,0,$4.323
48.0,"Little Rock, AR",3,NonPeak,5000,9999,501,1000,0,$4.759
48.0,"Little Rock, AR",3,NonPeak,5000,9999,1001,1500,0,$5.195
48.0,"Little Rock, AR",3,NonPeak,5000,9999,1501,2000,0,$5.631
48.0,"Little Rock, AR",3,NonPeak,5000,9999,2001,2500,0,$6.068
48.0,"Little Rock, AR",3,NonPeak,5000,9999,2501,3000,0,$6.504
48.0,"Little Rock, AR",3,NonPeak,5000,9999,3001,3500,0,$6.940
48.0,"Little Rock, AR",3,NonPeak,5000,9999,3501,4000,0,$7.376
48.0,"Little Rock, AR",3,NonPeak,5000,9999,4001,999999,0,$25.612
48.0,"Little Rock, AR",3,NonPeak,10000,999999,0,250,0,$9.935
48.0,"Little Rock, AR",3,NonPeak,10000,999999,251,500,0,$10.153
48.0,"Little Rock, AR",3,NonPeak,10000,999999,501,1000,0,$10.589
48.0,"Little Rock, AR",3,NonPeak,10000,999999,1001,1500,0,$11.026
48.0,"Little Rock, AR",3,NonPeak,10000,999999,1501,2000,0,$11.462
48.0,"Little Rock, AR",3,NonPeak,10000,999999,2001,2500,0,$11.898
48.0,"Little Rock, AR",3,NonPeak,10000,999999,2501,3000,0,$12.334
48.0,"Little Rock, AR",3,NonPeak,10000,999999,3001,3500,0,$12.771
48.0,"Little Rock, AR",3,NonPeak,10000,999999,3501,4000,0,$13.207
48.0,"Little Rock, AR",3,NonPeak,10000,999999,4001,999999,0,$31.443
48.0,"Little Rock, AR",3,Peak,500,4999,0,250,0,$2.293
48.0,"Little Rock, AR",3,Peak,500,4999,251,500,0,$2.524
48.0,"Little Rock, AR",3,Peak,500,4999,501,1000,0,$2.987
48.0,"Little Rock, AR",3,Peak,500,4999,1001,1500,0,$3.450
48.0,"Little Rock, AR",3,Peak,500,4999,1501,2000,0,$3.913
